Asus K61IC-JX147D	0 Ft	16" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Core 2 Duo T6670	INTEL	Core 2 Duo T6670		4GB	DDR2 800MHz	500GB	SATA 5400rpm	nVidia GeForce GT 220M (G96M)	Dedikált	1GB	2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	Free DOS	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0	Van	3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter, hordtáska és egér	nVIDIA MCP79D	2 x SODIMM bővítőhely akár 6GB RAM																																																																																																		
Asus K70AB-TY003L	0 Ft	17.3" WXGA HD+ kijelző (1600x900) Color Shine			AMD Athlon 64 X2 Dual-Core QL-64	AMD	Athlon 64 X2 Dual-Core QL-64		3GB	DDR2 800MHz	250GB	SATA 5400rpm	ATI Mobility Radeon HD 4570 (M92-XT)	Dedikált	512MB VRAM	3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Linux	Slim DVD RW SuperMulti Double Layer	Van	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0	Van	Van	Magyar nyelvű billentyűzet, dokumentáció	410x298x38,4-41,7mm	Hálózati adapter	AMD RS780 / RX781																																																																																																			
Asus K70AB-TY006L	0 Ft	17.3" WXGA HD+ kijelző (1600x900) Color Shine			AMD Athlon 64 X2 Dual-Core QL-64	AMD	Athlon 64 X2 Dual-Core QL-64		4GB	DDR2 800MHz	250GB	SATA 5400rpm	ATI Mobility Radeon HD 4570 (M92-XT)	Dedikált	512MB VRAM	3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Linux	Slim DVD RW SuperMulti Double Layer	Van	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	410x298x31-35,5 mm	Hálózati adapter, hordtáska és egér	AMD RS780	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
Asus K70AB-TY052D	0 Ft	17.3" WXGA HD+ kijelző (1600x900) Color Shine			AMD Athlon 64 X2 Dual-Core QL-65	AMD	Athlon 64 X2 Dual-Core QL-65		4GB	DDR2 800MHz	500GB	SATA 5400rpm	ATI Mobility Radeon HD 4570 (M92-XT)	Dedikált	512MB VRAM	3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Free DOS	DVD RW SuperMulti	Van	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0	Van	Van	Magyar nyelvű billentyűzet, dokumentáció	410x298x31-35,5mm	Hálózati adapter, hordtáska és egér	AMD RS780	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
ASUS K70AB-TY052D 17,3"/AMD Athlon 64 X2 QL-65 2,1GHz/4GB/500GB/DVD író notebook	0 Ft		17,3"-os	WXGA HD+ LED (1600 x 900)	AMD Athlon 64 X2 QL-65 (2,1 GHz, 1 MB)				2 x 2 GB DDR2-800		500 GB, 5400 RPM, SATA					3,3 kg	24 hónap ASUS szervizben, ügyfélszolgálat: +36-1-505-4561	6 cellás	Linux	DVD Super Multi			1,3 megapixel	a/b/g/n		1 x VGA	4 x USB 2.0	1 x HDMI	Van	Magyar nyelvű billentyűzet, dokumentáció	420 x 279 x 36,1-45,8 mm			Táska és egér				Nincs	Nincs					10/100/1000	90 W	Nincs	Nincs																																																																																					
Asus K70AD-TY018	0 Ft	17.3" WXGA HD+ kijelző (1600x900) Color Shine			AMD Turion II Dual-Core M500	AMD	Turion II Dual-Core M500		4GB	DDR2 800MHz	500GB	SATA 5400rpm	ATI Mobility Radeon HD 4570 (M92-XT)	Dedikált	512MB VRAM	3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	operációs rendszer nélküli	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0	Van	3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	420x279x36-45,8mm	Hálózati adapter, hordtáska és egér	AMD RS781X+SB700	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
Asus K70AD-TY048	0 Ft	17.3" WXGA HD+ kijelző (1600x900) Color Shine			INTEL Turion II Dual-Core M500	INTEL	Turion II Dual-Core M500		4GB	DDR2 800MHz	500GB	SATA 5400rpm	ATI Mobility Radeon HD 4570 (M92-XT)	Dedikált	512MB VRAM	3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	operációs rendszer nélküli	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0	Van	3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	420x279x36-45,8mm	Hálózati adapter, hordtáska és egér	AMD RS781X+SB700	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
Asus K70AE-TY019D	0 Ft	17.3" WXGA HD+ kijelző (1600x900)			AMD Turion II Dual-Core M300	AMD	Turion II Dual-Core M300		2GB	DDR2 800MHz	250GB	SATA 5400rpm	ATI			3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	Free DOS	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0	Van	3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	420x279x36-45,8mm	Hálózati adapter, hordtáska és egér		2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
ASUS K70AE-TY019D 17,3"/AMD Athlon II M300 2GHz/2GB/250GB/DVD író notebook	0 Ft		17,3"-os	WXGA HD+ LED (1600 x 900)	AMD Athlon II M300 (2 GHz, 1 MB)				1 x 2 GB DDR2-800		250 GB, 5400 RPM, SATA					3,2 kg	24 hónap ASUS szervizben, ügyfélszolgálat: +36-1-505-4561	6 cellás	FreeDOS	DVD Super Multi			1,3 megapixel	b/g/n		1 x VGA	4 x USB 2.0	1 x HDMI	Van	Magyar nyelvű billentyűzet, dokumentáció	420 x 279 x 36,1-41 mm			Táska és egér				Nincs	Nincs					10/100/1000	90 W	Nincs	Nincs																																																																																					
Asus K70AE-TY033D	0 Ft	17.3" WXGA HD+ kijelző (1600x900) Color Shine			AMD Turion II Dual-Core M320	AMD	Turion II Dual-Core M320		2GB	DDR2 800MHz	250GB	SATA 5400rpm	ATI Mobility Radeon HD 4570 (M92-XT)	Dedikált	256MB VRAM	3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	Free DOS	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0	Van	3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	420x279x36-45,8mm	Hálózati adapter, hordtáska és egér	AMD RS880M + SB710	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
ASUS K70AE-TY033D 17,3"/AMD Athlon II M320 2,1GHz/2GB/250GB/DVD író notebook	0 Ft		17,3"-os	WXGA HD+ LED (1600 x 900)	AMD Athlon II M320 (2,1 GHz, 1MB)				1 x 2 GB DDR2-800		250 GB, 5400 RPM, SATA					3,2 kg	24 hónap ASUS szervizben, ügyfélszolgálat: +36-1-505-4561	6 cellás	FreeDOS	DVD Super Multi			1,3 megapixel	b/g/n		1 x VGA	4 x USB 2.0	1 x HDMI	Van	Magyar nyelvű billentyűzet, dokumentáció	420 x 279 x 36,1-41 mm			Táska és egér				Nincs	Nincs					10/100/1000	90 W	Nincs	Nincs																																																																																					
Asus K70IC-TY125D	0 Ft	17.3" WXGA HD+ kijelző (1600x900) Color Shine			INTEL Pentium Dual-Core T4400	INTEL	Pentium Dual-Core T4400		4GB	DDR2 800MHz	500GB	SATA 5400rpm	ATI GeForce GT 220M (G96M)	Integrált	1GB	3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	Free DOS	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0	Van	3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	420x279x36,1-45,8mm	Hálózati adapter, hordtáska és egér	nVIDIA MCP79D	2 x SODIMM bővítőhely akár 6GB RAM																																																																																																		
Asus K70IC-TY127D	0 Ft	17.3" WXGA HD+ kijelző (1600x900) Color Shine			INTEL Core 2 Duo T6670	INTEL	Core 2 Duo T6670		4GB	DDR2 800MHz	500GB	SATA 5400rpm	nVidia GeForce GT 220M (G96M)	Dedikált	1GB	3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	Free DOS	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0	Van	3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	420x279x36,1-45,8mm	Hálózati adapter, hordtáska és egér	nVIDIA MCP79D	2 x SODIMM bővítőhely akár 6GB RAM																																																																																																		
Asus K70IC-TY127V	0 Ft	17.3" WXGA HD LED háttérvilágítású kijelző (1600x900) Color Shine			INTEL Core 2 Duo T6670	INTEL	Core 2 Duo T6670		4GB	DDR2 800MHz	500GB	SATA 5400rpm	nVidia GeForce GT 220M (G96M)	Dedikált	1GB	3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	Magyar nyelvű Microsoft Windows 7 Home Premium 64bit	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0	Van	3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	420x279x36-45,8mm	Hálózati adapter, hordtáska és egér	nVIDIA MCP79D	2 x SODIMM bővítőhely akár 6GB RAM																																																																																																		
ASUS K70IC-TY129D 17,3"/Intel Pentium Dual-Core T4400 2,2GHz/4GB/320GB/DVD író notebook	0 Ft		17,3"-os	WXGA HD+ (1600 x 900)	Intel Pentium Dual-Core T4400 (2,2 GHz, 800 MHz, 1 MB)				2 x 2 GB DDR2-800		320 GB, 5400 RPM, SATA					3,3 kg	24 hónap ASUS szervizben, ügyfélszolgálat: +36-1-505-4561	6 cellás	FreeDOS	DVD Super Multi			1,3 megapixel	b/g/n		1 x VGA	4 x USB 2.0	1 x HDMI	Van	Magyar nyelvű billentyűzet, dokumentáció	420 x 279 x 36,1-45,8 mm			Táska és egér				Nincs	Nincs					10/100/1000	90 W	Nincs	Nincs																																																																																					
Asus K70ID-TY031	0 Ft	17.3" WXGA HD+ kijelző (1600x900)			INTEL Pentium Dual-Core T4400	INTEL	Pentium Dual-Core T4400		4GB	DDR3 1066MHz	500GB	SATA 5400rpm	nVidia GeForce GT 320M	Dedikált	1GB	3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella	Operációs rendszer nélkül	DVD RW SuperMulti	Van	Van	0.3 megapixel	802.11 b/g/n	2.1 + EDR	Van	4xUSB 2.0	Van	Van	Magyar nyelvű billentyűzet, dokumentáció	420x279x36,1-45,8mm	Hálózati adapter, hordtáska és egér			Van																																																																																																	
Asus K70ID-TY032	0 Ft	17.3" WXGA HD+ kijelző (1600x900)			INTEL Pentium Dual-Core T4400	INTEL	Pentium Dual-Core T4400		4GB	DDR3 1066MHz	320GB	SATA 5400rpm	nVidia GeForce GT 320M	Dedikált	1GB	3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella	Operációs rendszer nélkül	DVD RW SuperMulti	Van	Van	0.3 megapixel	Van		Van	4xUSB 2.0	Van	3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	420x279x36,1-45,8mm	Hálózati adapter, hordtáska és egér			Van																																																																																																	
Asus K70ID-TY037	0 Ft	17.3" WXGA HD+ kijelző (1600x900)			INTEL Core 2 Duo T6670	INTEL	Core 2 Duo T6670		4GB	DDR3 1066MHz	500GB	SATA 5400rpm	nVidia GeForce GT 320M	Dedikált	1GB	3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella	Operációs rendszer nélkül	DVD RW SuperMulti	Van	Van	0.3 megapixel	Van		Van	4xUSB 2.0	Van	3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	420x279x36,1-45,8mm	Hálózati adapter, hordtáska és egér			Van																																																																																																	
Asus K70IJ-TY041L	0 Ft	17.3" WXGA HD+ kijelző (1600x900)			INTEL Pentium Dual-Core T4300	INTEL	Pentium Dual-Core T4300		2GB	DDR2 800MHz	320GB	SATA 5400rpm	Intel Graphics Media Accelerator (GMA) 4500M (GL40)	Integrált		3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella	Linux	DVD RW SuperMulti	Van	Van	1.3 megapixel	Van		Van	4xUSB 2.0	Van	Van	Magyar nyelvű billentyűzet, dokumentáció	420x279x36,1-45,8mm	Hálózati adapter																																																																																																				
ASUS K70IJ-TY041L 17,3"/Intel Pentium Dual-Core T4300 2,1GHz/2GB/250GB/DVD író notebook	0 Ft		17,3"-os	WXGA HD+ LED (1600 x 900)	Intel Pentium Dual-Core T4300 (2,1 GHz, 800 MHz, 1 MB)				1 x 2 GB DDR2-800		250 GB, 5400 RPM, SATA					3,32 kg	24 hónap ASUS szervizben, ügyfélszolgálat: +36-1-505-4561	6 cellás	Linux	DVD Super Multi			1,3 megapixel	b/g/n		1 x VGA	4 x USB 2.0	1 x HDMI	Van	Magyar nyelvű billentyűzet, dokumentáció	410 x 298 x 31-35,5 mm			Táska és egér nélkül				Nincs	Nincs					10/100/1000	65 W	Nincs	Nincs																																																																																					
Asus K70IJ-TY042L	0 Ft	17.3" WXGA HD+ kijelző (1600x900)			INTEL Pentium Dual-Core T4300	INTEL	Pentium Dual-Core T4300		4GB	DDR2 800MHz	320GB	SATA 5400rpm	Intel			3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella	Linux	DVD RW SuperMulti	Van	Van	1.3 megapixel	Van		Van	4xUSB 2.0	Van	Van	Magyar nyelvű billentyűzet, dokumentáció	420x279x36,1-45,8mm	Hálózati adapter, hordtáska és egér																																																																																																				
ASUS K70IJ-TY042L 17,3"/Intel Pentium Dual-Core T4300 2,1GHz/4GB/320GB/DVD író notebook	0 Ft		17,3"-os	WXGA HD+ LED (1600 x 900)	Intel Pentium Dual-Core T4300 (2,1 GHz, 800 MHz, 1 MB)				2 x 2 GB DDR2-800		320 GB, 5400 RPM, SATA					3,32 kg	24 hónap ASUS szervizben, ügyfélszolgálat: +36-1-505-4561	6 cellás	Linux	DVD Super Multi			1,3 megapixel	b/g/n		1 x VGA	4 x USB 2.0	1 x HDMI	Van	Magyar nyelvű billentyűzet, dokumentáció	410 x 298 x 31-35,5 mm			Táska és egér				Nincs	Nincs					10/100/1000	65 W	Nincs	Nincs																																																																																					
Asus K70IJ-TY118	0 Ft	17.3" WXGA HD+ kijelző (1600x900) Color Shine			INTEL Celeron M T3100	INTEL	Celeron M T3100		2GB	DDR2 800MHz	320GB	SATA 5400rpm	Intel Graphics Media Accelerator (GMA) 4500MHD (Montevina)	Integrált		3.32 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	operációs rendszer nélküli	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0	Van	3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	410x298x31-35,5 mm	Hálózati adapter, hordtáska és egér	Mobile Intel GL40 Express + ICH9M	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
Asus K70IO-TY007L	0 Ft	17.3" WXGA HD+ kijelző (1600x900)			INTEL Core 2 Duo T6400	INTEL	Core 2 Duo T6400		4GB	DDR2 800MHz	320GB	SATA 5400rpm	nVidia GeForce GT 120M (N10P-GV1)	Dedikált	512MB VRAM	3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	operációs rendszer nélküli	DVD RW SuperMulti	Van	Van	1.3 megapixel	Van			4xUSB 2.0	Van	Van	Magyar nyelvű billentyűzet, dokumentáció	420x279x36,1-45,8mm	Hálózati adapter, hordtáska és egér	AMD RS780 / RX781		Van																																																																																																	
Asus K70IO-TY009L	0 Ft	17.3" WXGA HD+ kijelző (1600x900)			INTEL Pentium Dual-Core T4200	INTEL	Pentium Dual-Core T4200		4GB	DDR2 800MHz	320GB	SATA 5400rpm	nVidia GeForce GT 120M (N10P-GV1)	Dedikált	1GB	3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	operációs rendszer nélküli	DVD RW SuperMulti	Van	Van	1.3 megapixel	Van			4xUSB 2.0	Van	Van	Magyar nyelvű billentyűzet, dokumentáció	420x279x36,1-45,8mm	Hálózati adapter, hordtáska és egér	AMD RS780 / RX781		Van																																																																																																	
ASUS K70IO-TY015L	0 Ft	17.3" WXGA HD+ kijelző (1600x900)			INTEL Core 2 Duo T6500	INTEL	Core 2 Duo T6500		4GB	DDR2 800MHz	320GB	SATA 5400rpm	nVidia GeForce GT 120M (N10P-GV1)	Dedikált	1GB	3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella	Linux	DVD RW SuperMulti	Van	Van	1.3 megapixel	Van		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	420x279x36,1-45,8mm	Hálózati adapter, hordtáska és egér																																																																																																				
Asus K70IO-TY068L	0 Ft	17.3" WXGA HD+ kijelző (1600x900)			INTEL Pentium Dual-Core T4300	INTEL	Pentium Dual-Core T4300		4GB	DDR2 800MHz	250GB	SATA 5400rpm	nVidia GeForce GT 120M (N10P-GV1)	Dedikált	1GB	3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella	Linux	DVD RW SuperMulti	Van	Van	1.3 megapixel	Van		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	420x279x36,1-45,8mm	Hálózati adapter																																																																																																				
ASUS K70IO-TY068L 17,3"/Intel Pentium Dual-Core T4300 2,1GHz/4GB/250GB/DVD író notebook	0 Ft		17,3"-os	WXGA HD+ LED (1600 x 900)	Intel Pentium Dual-Core T4300 (2,1 GHz, 800 MHz, 1 MB)				2 x 2 GB DDR2-800		250 GB, 5400 RPM, SATA					3,3 kg	24 hónap ASUS szervizben, ügyfélszolgálat: +36-1-505-4561	6 cellás	Linux	DVD Super Multi			1,3 megapixel	a/b/g/n		1 x VGA	4 x USB 2.0	1 x HDMI	Van	Magyar nyelvű billentyűzet, dokumentáció	420 x 279 x 36,1-45,8 mm			Táska és egér nélkül				Nincs	Nincs					10/100/1000	90 W	Nincs	Nincs																																																																																					
Asus K70IO-TY068V	0 Ft	17.3" WXGA HD+ kijelző (1600x900)			INTEL Pentium Dual-Core T4300	INTEL	Pentium Dual-Core T4300		4GB	DDR2 800MHz	250GB	SATA 5400rpm	nVidia GeForce GT 120M (N10P-GV1)	Dedikált	1GB	3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella	Magyar nyelvű Microsoft Windows 7 Home Premium 64bit	DVD RW SuperMulti	Van	Van	1.3 megapixel	Van		Van	4xUSB 2.0	Van	3-az-1-ben kártyaolvasó	Magyar nyelvű billentyűzet, dokumentáció	420x279x36,1-45,8mm	Hálózati adapter	nVIDIA MCP79D																																																																																																			
Asus K70IO-TY073L	0 Ft	17.3" WXGA HD+ kijelző (1600x900)			INTEL Pentium Dual-Core T4300	INTEL	Pentium Dual-Core T4300		4GB	DDR2 800MHz	320GB	SATA 5400rpm	nVidia GeForce GT 120M (N10P-GV1)	Dedikált	1GB	3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella	Linux	DVD RW SuperMulti	Van	Van	1.3 megapixel	Van		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	420x279x36,1-45,8mm	Hálózati adapter, hordtáska és egér																																																																																																				
Asus K70IO-TY074L	0 Ft	17.3" WXGA HD+ kijelző (1600x900)			INTEL Core 2 Duo T6600	INTEL	Core 2 Duo T6600		4GB	DDR2 800MHz	500GB	SATA 5400rpm	nVidia GeForce GT 120M (N10P-GV1)	Dedikált	1GB	3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella	Linux	DVD RW SuperMulti	Van	Van	1.3 megapixel	Van		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	420x279x36,1-45,8mm	Hálózati adapter, hordtáska és egér																																																																																																				
Asus K72DR-TY042D	0 Ft	17.3" WXGA HD+ kijelző (1600x900) Color Shine			AMD Athlon II Dual-Core P520	AMD	Athlon II Dual-Core P520	(2300MHz)	4GB	DDR3 1066MHz	500GB	SATA 5400rpm	ATI Mobility Radeon HD 5470 (Park XT)	Dedikált	1GB DDR3 VRAM	3.30 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	Free DOS	DVD RW SuperMulti	Bemenet Line-In	Van	0.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0	Van	3-az-1-ben kártyaolvasó	Magyar nyelvű billentyűzet, dokumentáció	420x281x374mm	Hálózati adapter, hordtáska és egér	Mobile Intel HM55 Express	2 x SODIMM bővítőhely akár 8GB RAM																																																																																																		
Asus K72DR-TY042D Újraúj notebook	0 Ft	17.3" WXGA HD+ kijelző (1600x900) Color Shine			AMD Athlon II Dual-Core P520	AMD	Athlon II Dual-Core P520	(2300MHz)	4GB	DDR3 1066MHz	500GB	SATA 5400rpm	ATI Mobility Radeon HD 5470 (Park XT)	Dedikált	1GB DDR3 VRAM	3.30 kg	12 hónap magyarországi	6 cella 4400mAh	Free DOS	DVD RW SuperMulti	Bemenet Line-In	Van	0.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0	Van	3-az-1-ben kártyaolvasó	Magyar nyelvű billentyűzet, dokumentáció	420x281x374mm	Hálózati adapter	Mobile Intel HM55 Express	2 x SODIMM bővítőhely akár 8GB RAM																																																																																																		
ASUS K72DR-TY042D+W7HP bundle 17,3"/AMD Athlon II P520 2,3GHz/4GB/500GB/DVD író/Win7 notebook	0 Ft		17,3"-os	WXGA HD+ (1600 x 900)	AMD Athlon II P520 (2,3 GHz, 1MB)				2 x 2 GB DDR3-1066		500 GB, 5400 RPM, SATA					3,3 kg	24 hónap ASUS szervizben, ügyfélszolgálat: +36-1-505-4561	9 cellás	Windows 7 Home Premium OEM bundle 64 bit	DVD Super Multi			0,3 megapixel	b/g/n		1 x VGA	3 x USB 2.0	1 x HDMI	Van	Magyar nyelvű billentyűzet, dokumentáció	420 x 281 x 35-37,4 mm			Táska és egér										10/100/1000	90 W																																																																																							
Asus K72F-TY015D	0 Ft	17.3" WXGA HD+ kijelző (1600x900) Color Shine			INTEL Core i3 i3-350M	INTEL	Core i3 i3-350M		2GB	DDR3 1066MHz	320GB	SATA 5400rpm	Intel Graphics Media Accelerator HD Graphics (GMA HD)	Integrált		3.11 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	Free DOS	DVD RW SuperMulti	Bemenet Line-In	Van	0.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0	Van	4-az-1-ben kártyaolvasó (SD, MMC, MS, MSPro)	Magyar nyelvű billentyűzet, dokumentáció	420x281x35-37mm	Hálózati adapter, hordtáska és egér	Mobile Intel HM55 Express	2 x SODIMM bővítőhely akár 8GB RAM																																																																																																		
Asus K72JK-TY091D	0 Ft	17.3" WXGA HD+ kijelző (1600x900) Color Shine			INTEL Core i3 Mobile i3-370M	INTEL	Core i3 Mobile i3-370M	2.4 GHz (3M Cache)	3GB	DDR3 1066MHz	320GB	PATA 5400rpm	ATI Mobility Radeon HD 5145	Dedikált	512MB GDDR3 VRAM	3.11 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	operációs rendszer nélküli	DVD RW SuperMulti	Bemenet Line-In	Van	0.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0	Van	3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	420x281x35-37mm	Hálózati adapter, hordtáska és egér	Mobile Intel HM55 Express	2 x SODIMM bővítőhely akár 8GB RAM																																																																																																		
Asus K72JK-TY092D	0 Ft	17.3" WXGA HD+ kijelző (1600x900) Color Shine			INTEL Core i5 i5-450M	INTEL	Core i5 i5-450M		4GB	DDR3 1066MHz	320GB	SATA 5400rpm	ATI Mobility Radeon HD 5145	Dedikált	1GB DDR3 VRAM		24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	operációs rendszer nélküli	DVD RW SuperMulti	Bemenet Line-In	Van	0.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0	Van	4-az-1-ben kártyaolvasó	Magyar nyelvű billentyűzet, dokumentáció		Hálózati adapter, hordtáska és egér	Mobile Intel HM55 Express	2 x SODIMM bővítőhely akár 8GB RAM																																																																																																		
Asus K72JR-TY021D	0 Ft	17.3" WXGA HD+ kijelző (1600x900) Color Shine			INTEL Core i5 i5-430M	INTEL	Core i5 i5-430M		4GB	DDR3 1066MHz	500GB	SATA 5400rpm	ATI Mobility Radeon HD 5470 (Park XT)	Dedikált	1GB DDR3 VRAM	3.11 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	Free DOS	DVD RW SuperMulti	Bemenet Line-In	Van	0.3 megapixel	802.11 b/g/n	2.1 + EDR	Van	4xUSB 2.0	Van	4-az-1-ben kártyaolvasó (SD, MMC, MS, MSPro)	Magyar nyelvű billentyűzet, dokumentáció	420x281x35-37mm	Hálózati adapter, hordtáska és egér	Mobile Intel HM55 Express	2 x SODIMM bővítőhely akár 8GB RAM																																																																																																		
Asus K72JR-TY266D	0 Ft	17.3" WXGA HD LED háttérvilágítású kijelző - fényes (1600x900) Color Shine			INTEL Core i3 Mobile i3-370M	INTEL	Core i3 Mobile i3-370M	2.4 GHz (3M Cache)	4GB	DDR3 1066MHz	500GB	SATA 5400rpm	ATI Mobility Radeon HD 5470 (Park XT)	Dedikált	1GB DDR3 VRAM	3.3 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	Free DOS	DVD RW SuperMulti	Bemenet Line-In	kimenet	0.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0	Van	3-az-1-ben kártyaolvasó	Magyar nyelvű billentyűzet, dokumentáció	420x281x37.4mm	Hálózati adapter, hordtáska és egér	Mobile Intel HM55 Express	2 x SODIMM bővítőhely akár 8GB RAM							Windows 7 és XP driver letölthető: http://support.asus.com/download/download.aspx?SLanguage=hu-hu																																																																																											
